,,Position,,,Orientation,,,,Confidence Level
Body ID,Joint #,x,y,z,x,y,z,w
1,0,18.1499,248.433,656.751,-0.390843,0.58061,-0.380287,0.604578,Medium confidence in joint pose,
1,1,15.1165,115.506,717.974,-0.386291,0.58345,-0.375916,0.607496,Medium confidence in joint pose,
1,2,12.6904,9.25039,766.948,-0.416423,0.560939,-0.391535,0.598866,Medium confidence in joint pose,
1,3,8.39086,-157.572,829.263,-0.463107,0.527734,-0.435257,0.563543,Medium confidence in joint pose,
1,4,36.6397,-129.985,821.629,0.615352,-0.7874,-0.0313539,0.0189587,Medium confidence in joint pose,
1,5,153.616,-121.456,822.653,0.664916,-0.54981,-0.254953,0.436571,Medium confidence in joint pose,
1,6,264.447,73.745,790.679,0.484827,-0.603029,-0.0604071,0.630595,Medium confidence in joint pose,
1,7,302.013,203.971,657.094,0.152851,0.809978,0.459365,-0.330992,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,8,334.134,249.175,600.818,0.0966935,0.724001,0.58558,-0.351524,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,9,340.079,318.322,545.651,0.0966935,0.724001,0.58558,-0.351524,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,10,265.756,275.771,567.279,0.392576,-0.47343,-0.178405,0.768063,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,11,-18.4491,-129.427,817.919,0.784065,0.615391,-0.0805865,0.0064536,Medium confidence in joint pose,
1,12,-124.942,-119.817,803.427,0.510344,0.725432,-0.419368,-0.193464,Medium confidence in joint pose,
1,13,-257.413,66.3696,769.384,0.545366,0.554657,-0.628074,-0.0213415,Medium confidence in joint pose,
1,14,-297.909,205.123,641.928,0.823951,-0.0662657,-0.365771,-0.427698,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,15,-330.946,255.298,581.698,0.742902,-0.00554895,-0.371684,-0.556701,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,16,-339.997,327.02,533.034,0.742902,-0.00554895,-0.371684,-0.556701,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,17,-250.351,283.811,564.615,-0.419965,-0.473499,0.757831,0.158492,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,18,92.9125,247.986,659.485,-0.268372,0.62417,-0.239016,0.693729,Medium confidence in joint pose,
1,19,118.131,468.301,417.165,-0.440877,0.539715,-0.394297,0.599052,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,20,127.131,767.726,323.316,-0.342375,0.584833,-0.269074,0.68436,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,21,153.662,764.381,171.95,0.728625,-0.226598,0.59895,-0.242936,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,22,-49.2668,248.836,654.285,0.665206,0.232699,0.667828,0.239496,Medium confidence in joint pose,
1,23,-51.4671,455.364,399.329,0.56234,0.422939,0.566721,0.42863,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,24,-54.5736,760.354,312.154,0.618909,0.330582,0.636269,0.320669,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,25,-59.0141,764.19,170.854,0.214835,0.686674,0.217705,0.659491,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,26,7.44863,-223.346,842.108,-0.473633,0.526746,-0.438833,0.552843,Medium confidence in joint pose,
1,27,11.0804,-285.807,726.055,-0.473633,0.526746,-0.438833,0.552843,Medium confidence in joint pose,
1,28,29.9027,-307.313,762.004,0.725829,-0.0621641,0.682767,-0.05601,Medium confidence in joint pose,
1,29,73.7686,-277.264,851.402,0.552843,0.438833,0.526746,0.473633,Medium confidence in joint pose,
1,30,-12.4849,-304.323,756.12,0.725829,-0.0621641,0.682767,-0.05601,Medium confidence in joint pose,
1,31,-62.2562,-274.623,846.659,-0.473633,0.526746,-0.438833,0.552843,Medium confidence in joint pose,
1,0,18.1499,248.433,656.751,-0.390843,0.58061,-0.380287,0.604578,Medium confidence in joint pose,
1,1,15.1165,115.506,717.974,-0.386291,0.58345,-0.375916,0.607496,Medium confidence in joint pose,
1,2,12.6904,9.25039,766.948,-0.416423,0.560939,-0.391535,0.598866,Medium confidence in joint pose,
