,,Position,,,Orientation,,,,Confidence Level
Body ID,Joint #,x,y,z,x,y,z,w
1,0,-55.0676,387.541,504.457,0.664257,-0.387458,0.363818,-0.525619,Medium confidence in joint pose,
1,1,-22.338,229.362,531.415,0.653128,-0.394976,0.355641,-0.539385,Medium confidence in joint pose,
1,2,3.60181,103.502,556.451,0.65893,-0.407321,0.359698,-0.520115,Medium confidence in joint pose,
1,3,48.6369,-87.6396,590.393,0.698517,-0.377163,0.391203,-0.465598,Medium confidence in joint pose,
1,4,71.3444,-49.096,585.591,0.743206,-0.625022,-0.238626,-0.00704936,Medium confidence in joint pose,
1,5,194.54,-5.11131,575.248,0.677237,-0.412229,-0.515897,0.324452,Medium confidence in joint pose,
1,6,281.585,232.926,585.536,0.518969,-0.567888,-0.337023,0.542761,Medium confidence in joint pose,
1,7,285.839,406.928,462.93,0.0796592,0.813864,0.571432,-0.0688879,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,8,307.351,473.05,408.36,0.0673258,0.709497,0.696794,-0.0809838,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,9,295.694,559.638,361.408,0.0673258,0.709497,0.696794,-0.0809838,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,10,224.064,494.426,380.942,0.368916,-0.47394,-0.451187,0.660085,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,11,11.082,-62.6724,585.877,0.603792,0.771171,-0.130028,0.154346,Medium confidence in joint pose,
1,12,-109.421,-69.2077,582.891,0.355854,0.759094,-0.540655,-0.0695408,Medium confidence in joint pose,
1,13,-246.213,130.157,491.544,-0.361651,-0.59115,0.720468,-0.0260097,Medium confidence in joint pose,
1,14,-291.446,266.792,331.025,0.73774,0.0895712,-0.477305,-0.468932,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,15,-328.114,314.001,256.969,0.651106,0.166434,-0.456226,-0.583283,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,16,-338.517,387.108,193.313,0.651106,0.166434,-0.456226,-0.583283,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,17,-238.118,344.904,235.543,-0.220551,-0.526103,0.810233,0.134519,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,18,26.7829,404.875,506.793,0.532449,-0.43314,0.199409,-0.699373,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,19,-25.0509,683.993,273.454,0.7656,-0.319047,0.354411,-0.431809,The joint is not observed(likely due to occlusion) - predicted joint pose,
