,,Position,,,Orientation,,,,Confidence Level
Body ID,Joint #,x,y,z,x,y,z,w
1,0,-38.681,510.724,519.818,-0.393477,0.571014,-0.243068,0.67826,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,1,-17.8534,363.104,577.191,-0.392765,0.571269,-0.242468,0.678673,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,2,-0.812114,244.579,621.578,-0.466301,0.546737,-0.327167,0.613681,Medium confidence in joint pose,
1,3,37.0204,54.9801,641.806,0.514012,-0.518739,0.369958,-0.57431,Medium confidence in joint pose,
1,4,59.8912,92.3935,643.605,0.590199,-0.799132,-0.0765848,0.0847828,Medium confidence in joint pose,
1,5,178.294,140.514,636.64,-0.396585,0.781387,0.0637951,-0.477582,Medium confidence in joint pose,
1,6,274.137,318.033,493.38,-0.110152,0.711582,-0.32907,-0.610926,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,7,269.065,302.882,286.324,0.598672,0.546334,0.157042,-0.564313,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,8,298.851,278.11,209.299,-0.350907,-0.451094,-0.345915,0.744124,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,9,258.645,275.976,121.325,-0.350907,-0.451094,-0.345915,0.744124,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,10,201.916,258.636,184.273,0.428404,-0.0445769,0.782679,-0.449328,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,11,1.44775,80.3815,635.187,0.77528,0.602277,-0.141844,0.126823,Medium confidence in joint pose,
1,12,-110.626,71.5915,600.146,0.570006,0.557687,-0.598194,0.0790111,Medium confidence in joint pose,
1,13,-218.871,249.167,457.63,-0.456592,-0.189436,0.79559,-0.350248,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,14,-132.542,308.263,275.199,0.303359,0.770886,0.261241,0.49544,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,15,-170.151,260.064,205.339,-0.223202,0.663856,-0.470964,0.536347,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,16,-184.504,350.976,181.406,-0.223202,0.663856,-0.470964,0.536347,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,17,-80.3389,299.325,254.863,-0.130731,-0.0959462,0.975714,0.147259,The joint is not observed(likely due to occlusion) - predicted joint pose,
1,18,39.7969,527.59,534.726,-0.277354,0.569442,-0.101108,0.767194,The joint is not observed(likely due to occlusion) - predicted joint pose,
